run_time,model,memory_length,horizon,n_train,n_val,n_test,n_features,quick,nRMSE(%),nMAE(%),R2(%),RMSE_scaled,MAE_scaled,R2,device
2026-06-03 11:05:44,RandomForest,96,96,4200,600,1200,96,False,9.763609538096402,4.488722986828936,89.71130160921759,0.097636095380964,0.0448872298682893,0.8971130160921759,
2026-06-03 11:11:19,RandomForest,192,96,4200,600,1200,96,False,9.691181029541363,4.479480410234166,89.85769469606417,0.0969118102954136,0.0447948041023416,0.8985769469606417,
2026-06-03 12:32:05,XGBoost,96,96,3500,500,1000,96,False,9.202381855982704,4.200385204617796,,0.092023818559827,0.0420038520461779,0.9084765415523808,cuda:1
2026-06-03 12:49:51,XGBoost,192,96,3500,500,1000,96,False,9.143555574506657,4.204620088179135,,0.0914355557450665,0.0420462008817913,0.909783069409996,cuda:1
2026-06-04 20:55:53,LSTM,96,96,3500,500,1000,96,False,10.18821014349433,5.64510272486133,88.78168294235866,0.1018821014349433,0.0564510272486133,0.8878168294235865,cuda:0
2026-06-03 12:19:04,LSTM,192,96,3500,500,1000,96,False,10.5637647367887,5.549926453527202,,0.105637647367887,0.055499264535272,0.8795809295069321,cuda:0
2026-06-04 20:55:57,Transformer,96,96,3500,500,1000,96,False,9.832324197317623,5.012552646224193,89.55173205427744,0.0983232419731762,0.0501255264622419,0.8955173205427744,cuda:1
2026-06-03 12:20:19,Transformer,192,96,3500,500,1000,96,False,9.921795693195405,5.521183159081547,,0.099217956931954,0.0552118315908154,0.8937721505759695,cuda:0
